player_name,country,minutes,goals,assists,shots,key_passes,progressive_passes,progressive_carries,successful_dribbles,tackles,interceptions,aerial_duels_won,pass_completion_pct,turnovers,club_level_score,recent_form_score,expected_minutes_score,non_penalty_goals,shots_in_box,touches_in_box,through_balls,crosses_into_box,shot_creating_actions_proxy,passes_into_final_third,carries_into_final_third,recoveries,pressures,long_passes,saves,clean_sheets,aerial_threat,xg_proxy,xa_proxy,yellow_cards,red_cards,recent_appearances,height_in_cm,market_value_score,tactical_fit_score,final_squad_selection_score,injury_availability_score,injury_severity_score,injury_status,recent_injury_count,is_injured,injury_source_url,caps,international_goals,data_source,data_refresh_date
Patrick Pentz,Austria,2535,0,0,3,2,46,14,5,21,18,12,76.4,10,52.6,46.1,52.2,0,1,2,0,0,2,30,8,42,35,29,68,5,12,0.05,0.05,0.0,0.0,28,183.0,42.6,58.2,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,18,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Saša Kalajdžić,Austria,23,0,0,1,1,2,1,1,0,0,0,74.9,1,52.0,32.8,42.4,0,1,2,0,0,1,1,1,1,2,0,0,0,0,0.05,0.02,0.0,0.0,2,200.0,41.0,52.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,21,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Philipp Lienhart,Austria,2450,2,0,14,4,77,25,9,28,24,15,83.9,8,84.0,68.2,69.6,2,7,17,1,0,4,50,14,55,48,32,0,5,16,1.91,0.1,6.0,0.0,34,189.0,71.1,65.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,40,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Phillipp Mwene,Austria,2303,1,5,16,22,52,22,8,22,19,7,75.5,13,72.2,65.6,58.0,1,9,21,6,20,32,34,12,44,47,4,0,5,8,1.23,4.05,4.0,0.0,32,170.0,37.4,62.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,29,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Carney Chukwuemeka,Austria,1233,3,2,19,11,33,19,7,7,6,6,85.2,5,88.2,68.1,36.2,3,11,27,3,1,15,21,10,14,24,5,0,0,7,2.89,1.67,2.0,0.0,39,188.0,83.0,53.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,2,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Romano Schmid,Austria,3083,4,8,46,41,112,56,21,18,16,4,80.1,17,85.6,84.4,70.0,4,30,70,10,6,57,73,31,34,58,12,0,0,8,4.62,6.62,4.0,0.0,35,168.0,75.5,76.6,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,33,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Christoph Baumgartner,Austria,3019,17,9,89,44,120,55,21,21,18,8,80.2,16,86.0,89.1,85.4,17,59,140,11,6,62,78,30,38,56,12,0,0,15,16.21,7.4,11.0,0.0,37,180.0,76.6,85.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,58,19,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Konrad Laimer,Austria,3387,3,13,29,50,132,49,18,37,32,15,81.9,11,89.9,90.5,84.2,3,16,37,13,34,76,86,27,71,68,15,0,7,17,3.14,10.35,15.0,0.0,48,180.0,87.8,86.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,56,7,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Patrick Wimmer,Austria,1769,4,6,34,29,64,34,13,9,8,5,79.8,10,85.0,74.0,56.8,4,23,55,7,17,41,42,19,17,34,7,0,0,8,4.27,4.92,5.0,0.0,27,182.0,73.9,69.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,30,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alexander Prass,Austria,1417,3,2,27,14,41,25,9,6,5,4,77.7,9,79.1,63.8,45.6,3,19,45,3,12,18,27,14,12,28,4,0,0,6,3.29,1.75,4.0,0.0,34,182.0,57.1,59.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,18,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Marco Friedl,Austria,2639,1,0,11,4,64,27,10,25,20,16,83.9,9,84.0,66.4,49.7,1,6,14,1,0,4,42,15,50,51,34,0,5,17,1.08,0.1,10.0,0.0,31,187.0,71.1,54.6,100,60.0,40.0,Active: Corona virus; Pelvic contusion,0.0,True,https://github.com/salimt/football-datasets,10,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Paul Wanner,Austria,2257,5,4,34,21,55,33,12,13,10,10,83.9,10,74.8,76.1,41.8,5,20,48,5,3,29,36,18,26,44,8,0,0,12,4.9,3.32,6.0,0.0,32,185.0,72.7,54.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Michael Svoboda,Austria,0,0,0,0,0,1,1,0,1,1,1,79.8,0,69.0,24.2,27.2,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0.0,0.0,,,0,195.0,31.9,34.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,4,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alessandro Schöpf,Austria,401,0,0,3,1,10,5,2,3,3,1,79.8,2,51.4,34.9,57.6,0,2,5,0,0,1,6,3,6,8,1,0,0,1,0.1,0.02,1.0,0.0,4,178.0,39.1,56.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,35,6,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Yazeed Abulaila,Jordan,0,0,0,0,0,2,0,0,1,1,0,73.1,0,41.0,19.8,63.2,0,0,0,0,0,0,1,0,2,1,1,2,0,0,0.0,0.0,,,0,189.0,9.5,57.7,100,100.0,0.0,Available,,False,,75,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohammad Abu Hashish,Jordan,0,0,0,0,0,2,1,0,1,1,0,71.1,1,41.0,19.8,50.5,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,178.0,9.5,50.7,100,100.0,0.0,Available,,False,,55,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Abdallah Nasib,Jordan,0,0,0,0,0,2,0,0,1,1,0,75.1,1,41.0,19.8,54.7,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,183.0,9.5,43.2,100,100.0,0.0,Available,,False,,64,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Husam Abu Dahab,Jordan,0,0,0,0,0,1,0,0,1,1,1,75.1,1,41.0,19.8,36.7,0,0,0,0,0,0,1,0,2,2,1,0,0,1,0.0,0.0,,,0,186.0,9.5,33.3,100,100.0,0.0,Available,,False,,17,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Yazan Al-Arab,Jordan,0,0,0,0,0,2,0,0,1,1,1,75.1,1,41.0,19.8,65.3,0,0,0,0,0,0,1,0,2,2,1,0,0,1,0.0,0.0,,,0,187.0,9.5,49.1,100,100.0,0.0,Available,,False,,79,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Amer Jamous,Jordan,0,0,0,1,0,1,1,0,1,1,0,75.1,1,41.0,19.8,39.9,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,174.0,9.5,40.8,100,100.0,0.0,Available,,False,,18,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohammad Abu Zrayq,Jordan,0,0,0,0,0,2,0,0,1,1,1,76.4,1,44.8,21.9,46.2,0,0,0,0,0,0,1,0,2,2,1,0,0,1,0.0,0.0,,,0,186.0,20.3,40.7,100,100.0,0.0,Available,,False,,40,5,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Noor Al-Rawabdeh,Jordan,0,0,0,1,0,2,1,0,1,1,0,75.1,1,41.0,19.8,58.9,0,1,2,0,0,0,1,1,2,2,0,0,0,0,0.05,0.0,,,0,183.0,9.5,51.3,100,100.0,0.0,Available,,False,,67,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ali Olwan,Jordan,0,0,0,1,1,2,1,0,1,1,0,71.1,1,41.0,19.8,56.8,0,1,2,0,0,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,182.0,9.5,56.1,100,100.0,0.0,Available,,False,,65,29,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Musa Al-Taamari,Jordan,2228,6,9,46,41,86,40,15,16,14,5,78.0,14,76.2,76.9,88.1,6,32,76,10,22,59,56,22,29,43,7,0,0,9,6.28,7.32,4.0,0.0,33,178.0,59.8,79.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,91,24,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Odeh Al-Fakhouri,Jordan,0,0,0,1,1,1,1,0,0,0,0,71.1,1,41.0,19.8,26.1,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,180.0,9.5,35.3,100,100.0,0.0,Available,,False,,9,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nour Bani Attiah,Jordan,0,0,0,0,0,0,0,0,1,1,0,73.1,0,41.0,19.8,23.0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0.0,0.0,,,0,179.0,9.5,35.6,100,100.0,0.0,Available,,False,,4,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mahmoud Al-Mardi,Jordan,0,0,0,1,1,2,1,0,1,1,0,71.1,1,41.0,19.8,67.4,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,178.0,9.5,58.0,100,100.0,0.0,Available,,False,,88,9,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Rajaei Ayed,Jordan,0,0,0,1,0,2,1,0,1,1,0,76.8,1,46.0,22.6,61.0,0,1,2,0,0,0,1,1,2,2,0,0,0,0,0.05,0.0,,,0,180.0,23.6,55.3,100,100.0,0.0,Available,,False,,72,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ibrahim Sadeh,Jordan,0,0,0,1,0,2,1,0,1,1,0,75.1,1,41.0,19.8,52.6,0,1,2,0,0,0,1,1,2,2,0,0,0,0,0.05,0.0,,,0,181.0,9.5,47.8,100,100.0,0.0,Available,,False,,56,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mo Abualnadi,Jordan,0,0,0,0,0,1,0,0,1,1,1,76.4,1,44.8,21.9,36.7,0,0,0,0,0,0,1,0,2,2,1,0,0,1,0.0,0.0,,,0,186.0,20.3,35.5,100,100.0,0.0,Available,,False,,17,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Salim Obaid,Jordan,0,0,0,0,0,1,0,0,1,1,1,75.1,1,41.0,19.8,29.3,0,0,0,0,0,0,1,0,2,2,1,0,0,1,0.0,0.0,,,0,185.0,9.5,29.3,100,100.0,0.0,Available,,False,,10,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ibrahim Sabra,Jordan,84,1,0,4,1,2,1,1,0,0,0,72.6,1,45.4,43.7,33.6,1,3,15,0,0,1,1,1,1,2,0,0,0,0,0.93,0.02,1.0,0.0,9,184.0,22.1,45.9,100,100.0,0.0,Available,,False,,9,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Saed Al-Rosan,Jordan,0,0,0,0,0,1,0,0,1,1,1,75.1,1,41.0,19.8,42.0,0,0,0,0,0,0,1,0,2,2,1,0,0,1,0.0,0.0,,,0,188.0,9.5,36.2,100,100.0,0.0,Available,,False,,20,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohannad Abu Taha,Jordan,0,0,0,0,0,1,1,0,1,1,0,71.1,1,41.0,19.8,44.1,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,177.0,9.5,47.2,100,100.0,0.0,Available,,False,,28,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nizar Al-Rashdan,Jordan,0,0,0,0,0,2,1,0,1,1,0,75.1,1,41.0,19.8,48.4,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0.0,0.0,,,0,185.0,9.5,53.5,100,100.0,0.0,Available,,False,,46,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Abdallah Al-Fakhouri,Jordan,0,0,0,0,0,1,0,0,1,1,0,73.1,0,41.0,19.8,31.4,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0.0,0.0,,,0,187.0,9.5,40.2,100,100.0,0.0,Available,,False,,11,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ihsan Haddad,Jordan,0,0,0,0,0,2,1,0,1,1,0,71.1,1,41.0,19.8,70.6,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,181.0,9.5,61.7,100,100.0,0.0,Available,,False,,91,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ali Azaizeh,Jordan,0,0,0,1,1,1,1,0,0,0,0,71.1,1,46.9,19.8,20.9,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,179.0,9.5,32.4,100,100.0,0.0,Available,,False,,3,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohammad Al-Dawoud,Jordan,0,0,0,1,0,1,1,0,1,1,0,75.1,1,41.0,19.8,33.5,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,177.0,9.5,37.3,100,100.0,0.0,Available,,False,,12,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Anas Badawi,Jordan,0,0,0,0,0,0,0,0,1,1,0,75.1,1,41.0,19.8,18.7,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,,,0,,9.5,23.4,100,100.0,0.0,Available,,False,,1,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
David Ospina,Colombia,0,0,0,0,0,3,1,0,1,1,0,77.6,0,54.2,27.3,71.6,0,0,0,0,0,0,2,1,2,1,1,2,0,0,0.0,0.0,,,0,183.0,47.0,69.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,129,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Daniel Muñoz,Colombia,2838,4,3,29,17,105,40,14,30,25,13,81.5,10,91.3,80.9,76.6,4,16,38,4,23,23,68,22,57,57,12,0,6,15,3.92,2.52,7.0,0.0,34,181.0,84.3,78.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,44,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jhon Lucumí,Colombia,3567,1,1,14,9,113,38,13,40,34,21,84.5,11,84.3,74.9,72.2,1,7,16,2,1,11,73,21,78,69,47,0,7,22,1.13,0.92,8.0,0.0,43,187.0,75.5,73.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,35,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Santiago Arias,Colombia,0,0,0,0,0,3,1,0,1,1,0,77.3,0,53.1,26.6,63.2,0,0,0,0,1,0,2,1,2,2,0,0,0,0,0.0,0.0,,,0,178.0,43.9,62.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,66,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kevin Castaño,Colombia,0,0,0,0,0,2,1,0,1,1,0,82.9,0,57.7,29.3,42.0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0.0,0.0,,,0,177.0,57.1,55.5,100,100.0,0.0,Available,,False,,24,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Richard Ríos,Colombia,3544,6,7,40,31,114,47,17,37,32,21,84.3,14,77.0,87.4,70.0,6,22,52,8,5,45,74,26,73,77,47,0,0,24,5.78,5.68,15.0,0.0,43,187.0,75.0,74.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,30,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Luis Díaz,Colombia,4060,26,23,136,95,190,88,32,28,25,10,82.8,19,93.1,98.3,92.7,26,94,221,25,45,141,124,48,50,79,20,0,0,21,24.98,18.47,8.0,0.0,51,180.0,97.0,89.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,72,21,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jorge Carrascal,Colombia,0,0,0,1,0,3,2,1,0,0,0,78.0,1,61.0,31.2,39.9,0,1,2,0,0,0,2,1,1,2,0,0,0,0,0.05,0.0,,,0,180.0,66.7,56.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,22,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jhon Córdoba,Colombia,3241,22,10,114,51,107,63,24,14,12,11,79.1,20,61.7,89.4,62.2,22,80,189,13,7,71,70,35,26,63,11,0,0,21,21.16,8.28,6.0,0.0,41,188.0,68.5,68.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,21,6,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
James Rodríguez,Colombia,0,0,0,1,0,3,1,1,1,1,0,77.2,1,65.1,29.8,69.5,0,1,2,0,0,0,2,1,1,2,0,0,0,0,0.05,0.0,,,0,180.0,59.8,71.2,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,124,31,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jhon Arias,Colombia,1559,2,1,25,12,59,30,11,9,8,2,80.0,9,64.1,65.3,62.1,2,17,40,3,12,14,38,16,16,30,6,0,0,4,2.41,1.0,1.0,0.0,28,168.0,75.5,68.3,100,100.0,0.0,Available,,False,,36,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Camilo Vargas,Colombia,0,0,0,0,0,2,0,0,1,1,0,75.3,0,47.4,23.4,50.5,0,0,0,0,0,0,1,0,2,1,1,2,0,0,0.0,0.0,,,0,183.0,27.6,54.3,100,100.0,0.0,Available,,False,,40,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Yerry Mina,Colombia,2243,2,0,14,3,60,18,6,27,23,16,80.8,10,74.3,61.9,76.6,2,7,17,1,0,3,39,10,52,44,26,0,4,17,1.91,0.08,3.0,0.0,27,195.0,47.0,70.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,52,8,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Gustavo Puerta,Colombia,45,0,0,1,0,2,1,0,1,0,0,79.6,1,54.2,34.4,28.0,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,1.0,0.0,1,173.0,47.0,47.8,100,100.0,0.0,Available,,False,,4,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Juan Portilla,Colombia,0,0,0,1,0,2,1,0,1,0,0,80.0,1,55.1,27.8,27.2,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,183.0,49.7,47.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,8,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jefferson Lerma,Colombia,2034,0,6,11,24,69,25,9,24,21,9,83.0,9,84.4,69.2,77.6,0,6,14,6,4,36,45,14,47,44,26,0,0,10,0.3,4.8,7.0,0.0,37,179.0,64.8,76.6,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,64,5,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Johan Mojica,Colombia,2726,0,4,15,20,69,26,10,28,24,14,75.7,15,74.8,65.9,73.6,0,8,18,5,22,28,45,14,55,55,5,0,5,15,0.4,3.3,6.0,0.0,35,185.0,39.1,67.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,43,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Willer Ditta,Colombia,0,0,0,0,0,2,1,0,1,1,0,82.9,0,57.7,29.3,18.7,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0.0,0.0,,,0,180.0,57.1,40.7,100,100.0,0.0,Available,,False,,3,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Cucho Hernández,Colombia,3130,15,3,89,28,97,63,24,9,8,5,80.1,19,87.9,88.4,49.1,15,62,146,6,2,34,63,35,18,61,12,0,0,12,14.8,2.8,6.0,0.0,40,176.0,76.6,63.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,7,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Juan Fernando Quintero,Colombia,0,0,0,1,0,3,1,1,1,1,0,75.3,1,53.1,26.6,56.8,0,1,2,0,0,0,2,1,1,2,0,0,0,0,0.05,0.0,,,0,168.0,43.9,61.0,100,100.0,0.0,Available,,False,,47,6,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jaminton Campaz,Colombia,0,0,0,1,1,2,2,1,0,0,0,77.2,1,58.6,29.8,29.3,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,165.0,59.8,47.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,9,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Deiver Machado,Colombia,1186,0,1,7,6,27,13,5,10,8,5,77.4,6,73.6,52.5,47.7,0,4,9,1,9,8,18,7,20,24,3,0,2,5,0.2,0.85,3.0,0.0,19,180.0,52.4,55.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,14,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Davinson Sánchez,Colombia,3445,2,0,17,5,125,37,13,43,37,21,84.7,10,74.3,75.7,92.9,2,9,21,1,0,5,81,20,83,67,46,0,7,22,2.01,0.12,9.0,0.0,41,187.0,76.6,85.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,77,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Álvaro Montero,Colombia,0,0,0,0,0,1,0,0,1,1,1,73.1,0,41.0,19.8,33.5,0,0,0,0,0,0,1,0,1,1,1,2,0,1,0.0,0.0,,,0,199.0,9.5,41.3,100,100.0,0.0,Available,,False,,11,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Luis Suárez,Colombia,3767,34,9,162,51,95,66,25,12,11,9,76.7,27,68.1,87.9,58.0,34,113,266,12,6,69,62,36,24,73,9,0,0,23,32.17,7.58,10.0,0.0,46,181.0,49.7,62.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,10,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Andrés Gómez,Colombia,0,0,0,1,1,2,2,1,0,0,0,76.9,1,57.7,29.3,23.0,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,171.0,57.1,43.1,100,100.0,0.0,Available,,False,,6,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Lionel Mpasi,DR Congo,315,0,0,0,0,5,1,0,3,2,1,74.9,1,65.4,32.4,56.1,0,0,0,0,0,0,3,1,6,4,3,8,1,1,0.0,0.0,1.0,0.0,4,182.0,28.9,57.6,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,27,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Aaron Wan-Bissaka,DR Congo,2504,0,3,14,16,71,34,12,20,17,12,81.0,9,89.9,71.0,46.7,0,8,18,4,20,22,46,19,41,51,10,0,5,13,0.4,2.5,5.0,0.0,30,183.0,80.5,60.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,10,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Steve Kapuadi,DR Congo,750,0,0,2,1,12,6,2,6,5,5,80.9,3,54.2,37.9,32.5,0,1,2,0,0,1,8,3,13,15,9,0,2,5,0.05,0.02,0.0,0.0,8,196.0,47.0,46.3,100,100.0,0.0,Available,,False,,3,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Axel Tuanzebe,DR Congo,1637,1,0,8,3,35,14,5,16,13,9,82.2,6,81.7,57.3,44.4,1,4,10,0,0,3,23,8,31,32,20,0,3,9,0.98,0.08,1.0,0.0,19,185.0,57.1,54.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,12,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Dylan Batubinsika,DR Congo,720,0,0,2,1,11,4,2,7,6,4,78.5,4,47.8,34.1,45.1,0,1,2,0,0,1,7,2,14,14,8,0,1,4,0.05,0.02,2.0,0.0,8,188.0,28.9,49.6,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,14,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ngal'ayel Mukau,DR Congo,2520,2,0,21,7,67,32,12,23,19,14,83.8,10,80.1,68.6,49.9,2,12,28,1,0,7,44,18,46,55,33,0,0,15,2.16,0.18,4.0,0.0,45,186.0,71.1,62.7,100,54.4,45.6,Active: ankle sprain; Ill,0.0,True,https://github.com/salimt/football-datasets,12,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nathanaël Mbuku,DR Congo,0,0,0,1,1,2,1,1,0,0,0,74.9,1,52.0,26.1,39.9,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,170.0,41.0,53.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,17,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Samuel Moutoussamy,DR Congo,2167,3,0,26,8,59,24,9,20,17,7,79.0,14,50.0,61.2,82.5,3,16,38,1,0,8,38,13,38,42,4,0,0,9,3.14,0.2,5.0,0.0,27,176.0,35.0,73.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,56,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Brian Cipenga,DR Congo,0,0,0,1,1,1,1,0,0,0,0,71.1,1,41.0,19.8,25.1,0,1,2,0,0,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,,9.5,32.7,100,100.0,0.0,Available,,False,,7,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Théo Bongonda,DR Congo,364,1,2,8,8,12,6,2,2,2,1,77.9,2,57.7,56.4,67.0,1,6,16,2,4,12,8,3,4,7,1,0,0,2,1.08,1.6,0.0,0.0,10,175.0,57.1,71.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,37,7,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Gaël Kakuta,DR Congo,275,0,1,3,5,7,4,2,2,1,0,75.4,2,51.4,46.6,59.2,0,2,5,1,1,7,5,2,3,5,1,0,0,0,0.1,0.82,0.0,0.0,5,173.0,39.1,63.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,30,5,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Joris Kayembe,DR Congo,2686,0,1,15,10,62,27,10,25,21,12,76.3,14,60.9,59.6,64.9,0,8,18,2,20,12,40,15,49,54,6,0,5,13,0.4,0.95,5.0,0.0,35,181.0,43.9,63.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,24,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Meschak Elia,DR Congo,1041,3,0,21,5,36,17,6,7,7,2,77.1,7,65.8,58.9,79.9,3,14,34,1,0,5,23,9,14,19,3,0,0,4,3.04,0.12,1.0,0.0,26,173.0,52.4,77.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,68,12,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Noah Sadiki,DR Congo,3308,0,1,24,15,86,44,16,24,20,9,81.9,17,81.7,66.4,66.9,0,14,32,3,1,17,56,24,47,64,9,0,0,11,0.7,1.08,11.0,0.0,39,173.0,57.1,69.2,100,100.0,0.0,Available,,False,,18,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
